,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brentford,Michael Kayode,ITA,DF,21-302,2004,34,34,2988,33.2,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2526,Brentford,Mikkel Damsgaard,DEN,MF,25-309,2000,30,22,1889,21.0,4,4,8,4,0,0,0,0,0.19,0.19,0.38,0.19,0.38
ENG-Premier League,2526,Brentford,Myles Peart-Harris,ENG,MF,23-232,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Nathan Collins,IRL,DF,25-008,2001,32,29,2705,30.1,1,2,3,1,0,0,6,0,0.03,0.07,0.1,0.03,0.1
ENG-Premier League,2526,Brentford,Reiss Nelson,ENG,"FW,MF",26-149,1999,9,0,124,1.4,0,1,1,0,0,0,0,0,0.0,0.73,0.73,0.0,0.73
ENG-Premier League,2526,Brentford,Rico Henry,JAM,DF,28-304,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ENG-Premier League,2526,Brentford,Romelle Donovan,ENG,FW,19-159,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Sepp van den Berg,NED,DF,24-139,2001,30,29,2664,29.6,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Brentford,Vitaly Janelt,GER,MF,27-363,1998,22,13,1261,14.0,1,4,5,1,0,0,7,0,0.07,0.29,0.36,0.07,0.36
ENG-Premier League,2526,Brentford,Yehor Yarmoliuk,UKR,MF,22-068,2004,35,28,2493,27.7,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11
ENG-Premier League,2526,Brighton,Bart Verbruggen,NED,GK,23-263,2002,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Brajan Gruda,GER,MF,21-342,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25
ENG-Premier League,2526,Brighton,Carlos Baleba,CMR,MF,22-125,2004,28,21,1464,16.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Charalampos Kostoulas,GRE,FW,18-343,2007,18,2,325,3.6,2,1,3,2,0,0,2,0,0.55,0.28,0.83,0.55,0.83
ENG-Premier League,2526,Brighton,Danny Welbeck,ENG,FW,35-163,1990,34,23,2061,22.9,13,1,14,12,1,3,5,0,0.57,0.04,0.61,0.52,0.57
ENG-Premier League,2526,Brighton,Diego Coppola,ITA,DF,22-131,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Diego Gómez,PAR,"MF,FW",23-042,2003,30,25,2036,22.6,5,1,6,5,0,0,9,0,0.22,0.04,0.27,0.22,0.27
ENG-Premier League,2526,Brighton,Ferdi Kadioglu,TUR,"DF,MF",26-213,1999,34,31,2863,31.8,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Brighton,Georginio Rutter,FRA,"MF,FW",24-018,2002,29,20,1728,19.2,3,3,6,3,0,0,2,0,0.16,0.16,0.31,0.16,0.31
ENG-Premier League,2526,Brighton,Harry Howell,ENG,MF,18-018,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Jack Hinshelwood,ENG,MF,21-027,2005,24,17,1500,16.7,3,3,6,3,0,0,0,0,0.18,0.18,0.36,0.18,0.36
ENG-Premier League,2526,Brighton,James Milner,ENG,MF,40-124,1986,19,6,726,8.1,1,1,2,0,1,1,2,0,0.12,0.12,0.25,0.0,0.12
ENG-Premier League,2526,Brighton,Jan Paul van Hecke,NED,DF,25-334,2000,33,33,2940,32.7,3,3,6,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2526,Brighton,Joe Knight,ENG,MF,20-229,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Joël Veltman,NED,DF,34-113,1992,22,8,961,10.7,1,0,1,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2526,Brighton,Kaoru Mitoma,JPN,"MF,FW",28-353,1997,24,18,1664,18.5,3,1,4,3,0,0,4,0,0.16,0.05,0.22,0.16,0.22
ENG-Premier League,2526,Brighton,Lewis Dunk,ENG,DF,34-168,1991,30,28,2568,28.5,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Mats Wieffer,NED,DF,26-173,1999,25,22,1813,20.1,2,3,5,2,0,0,8,0,0.1,0.15,0.25,0.1,0.25
ENG-Premier League,2526,Brighton,Matt O'Riley,DEN,MF,25-168,2000,6,2,204,2.3,1,0,1,0,1,1,0,0,0.44,0.0,0.44,0.0,0.0
ENG-Premier League,2526,Brighton,Maxim De Cuyper,BEL,"DF,MF",25-137,2000,27,14,1192,13.2,2,1,3,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23
ENG-Premier League,2526,Brighton,Nehemiah Oriola,ENG,MF,18-331,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Olivier Boscagli,FRA,DF,28-171,1997,12,9,802,8.9,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2526,Brighton,Pascal Groß,GER,MF,34-327,1991,16,15,1366,15.2,1,3,4,1,0,0,2,0,0.07,0.2,0.26,0.07,0.26
ENG-Premier League,2526,Brighton,Solly March,ENG,MF,31-292,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Stefanos Tzimas,GRE,FW,20-122,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.29,0.65,1.29
ENG-Premier League,2526,Brighton,Tom Watson,ENG,MF,20-030,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Yankuba Minteh,GAM,MF,21-290,2004,31,24,2167,24.1,2,4,6,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25
ENG-Premier League,2526,Brighton,Yasin Ayari,SWE,MF,22-214,2003,27,20,1905,21.2,3,3,6,3,0,0,1,0,0.14,0.14,0.28,0.14,0.28
ENG-Premier League,2526,Burnley,Armando Broja,ALB,FW,24-240,2001,24,8,860,9.6,1,1,2,1,0,0,0,0,0.1,0.1,0.21,0.1,0.21
ENG-Premier League,2526,Burnley,Ashley Barnes,ENG,"FW,MF",36-190,1989,6,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Axel Tuanzebe,COD,DF,28-175,1997,11,11,931,10.3,1,0,1,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2526,Burnley,Bashir Humphreys,ENG,"DF,MF",23-054,2003,18,16,1479,16.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Florentino Luís,POR,MF,26-262,1999,28,22,1852,20.6,0,2,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Burnley,Hannibal Mejbri,TUN,MF,23-107,2003,24,12,1027,11.4,1,3,4,1,0,0,8,0,0.09,0.26,0.35,0.09,0.35
ENG-Premier League,2526,Burnley,Hjalmar Ekdal,SWE,DF,27-199,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",27-231,1998,25,10,1011,11.2,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2526,Burnley,Jaidon Anthony,ENG,MF,26-158,1999,34,29,2462,27.4,7,2,9,7,0,0,4,0,0.26,0.07,0.33,0.26,0.33
ENG-Premier League,2526,Burnley,James Ward-Prowse,ENG,MF,31-188,1994,10,7,651,7.2,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
ENG-Premier League,2526,Burnley,Jaydon Amauri Banel,NED,"FW,MF",21-201,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Joe Worrall,ENG,DF,29-118,1997,11,5,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Josh Cullen,IRL,MF,30-031,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24
ENG-Premier League,2526,Burnley,Josh Laurent,ENG,"DF,MF",31-002,1995,31,18,1732,19.2,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05
ENG-Premier League,2526,Burnley,Kyle Walker,ENG,"DF,MF",35-345,1990,33,32,2826,31.4,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Burnley,Lesley Ugochukwu,FRA,MF,22-043,2004,32,24,2114,23.5,3,1,4,3,0,0,3,1,0.13,0.04,0.17,0.13,0.17
ENG-Premier League,2526,Burnley,Loum Tchaouna,FRA,"MF,FW",22-242,2003,26,11,1027,11.4,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18
ENG-Premier League,2526,Burnley,Lucas,BRA,"MF,DF",25-045,2001,17,12,1139,12.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Lyle Foster,RSA,"FW,MF",25-247,2000,25,15,1349,15.0,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33
ENG-Premier League,2526,Burnley,Marcus Edwards,ENG,"MF,FW",27-156,1998,22,11,1051,11.7,1,3,4,1,0,0,0,0,0.09,0.26,0.34,0.09,0.34
ENG-Premier League,2526,Burnley,Martin Dúbravka,SVK,GK,37-113,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Maxime Estève,FRA,DF,23-347,2002,32,32,2761,30.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Mike Trésor,BEL,"FW,MF",26-345,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Oliver Sonne,PER,DF,25-179,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53
ENG-Premier League,2526,Burnley,Quilindschy Hartman,NED,DF,24-175,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
ENG-Premier League,2526,Burnley,Zeki Amdouni,SUI,"FW,MF",25-155,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Zian Flemming,NED,FW,27-280,1998,26,18,1517,16.9,9,0,9,7,2,2,3,0,0.53,0.0,0.53,0.42,0.42
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,ARG,MF,21-311,2004,23,14,1266,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.36,0.07,0.36
ENG-Premier League,2526,Chelsea,Andrey Santos,BRA,MF,22-005,2004,25,11,1108,12.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Benoît Badiashile,FRA,DF,25-043,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Cole Palmer,ENG,MF,24-002,2002,23,21,1687,18.7,9,1,10,4,5,6,4,0,0.48,0.05,0.53,0.21,0.27
ENG-Premier League,2526,Chelsea,Dario Essugo,POR,MF,21-055,2005,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Enzo Fernández,ARG,MF,25-111,2001,33,32,2845,31.6,8,3,11,6,2,2,8,0,0.25,0.09,0.35,0.19,0.28
ENG-Premier League,2526,Chelsea,Estêvão Willian,BRA,MF,19-014,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42
ENG-Premier League,2526,Chelsea,Facundo Buonanotte,ARG,MF,21-136,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Filip Jørgensen,DEN,GK,24-022,2002,4,2,289,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jamie Gittens,ENG,MF,21-273,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36
ENG-Premier League,2526,Chelsea,Jesse Derry,ENG,MF,18-312,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jorrel Hato,NED,DF,20-062,2006,19,9,917,10.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Joshua Acheampong,ENG,DF,20-003,2006,15,7,587,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15
ENG-Premier League,2526,Chelsea,João Pedro,BRA,"FW,MF",24-224,2001,33,29,2481,27.6,15,5,20,15,0,0,4,0,0.54,0.18,0.73,0.54,0.73
ENG-Premier League,2526,Chelsea,Levi Colwill,ENG,DF,23-071,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Liam Delap,ENG,FW,23-089,2003,26,11,1013,11.3,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2526,Chelsea,Malo Gusto,FRA,DF,22-354,2003,32,24,2087,23.2,2,3,5,2,0,0,5,1,0.09,0.13,0.22,0.09,0.22
ENG-Premier League,2526,Chelsea,Mamadou Sarr,SEN,DF,20-252,2005,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Marc Cucurella,ESP,DF,27-290,1998,31,28,2437,27.1,1,4,5,1,0,0,6,1,0.04,0.15,0.18,0.04,0.18
ENG-Premier League,2526,Chelsea,Marc Guiu,ESP,FW,20-124,2006,8,1,257,2.9,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35
ENG-Premier League,2526,Chelsea,Moisés Caicedo,ECU,MF,24-187,2001,30,29,2531,28.1,3,1,4,3,0,0,10,1,0.11,0.04,0.14,0.11,0.14
ENG-Premier League,2526,Chelsea,Pedro Neto,POR,MF,26-060,2000,32,28,2479,27.5,5,4,9,5,0,0,4,1,0.18,0.15,0.33,0.18,0.33
ENG-Premier League,2526,Chelsea,Reece James,ENG,"DF,MF",26-151,1999,27,20,1896,21.1,2,4,6,2,0,0,4,0,0.09,0.19,0.28,0.09,0.28
ENG-Premier League,2526,Chelsea,Robert Sánchez,ESP,GK,28-171,1997,33,33,2859,31.8,0,1,1,0,0,0,3,1,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Chelsea,Roméo Lavia,BEL,MF,22-122,2004,12,4,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Tosin Adarabioyo,ENG,DF,28-226,1997,16,8,795,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Trevoh Chalobah,ENG,DF,26-307,1999,32,31,2740,30.4,3,0,3,3,0,0,3,1,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2526,Chelsea,Tyrique George,ENG,FW,20-093,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Wesley Fofana,FRA,DF,25-142,2000,22,17,1491,16.6,0,1,1,0,0,0,7,1,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Crystal Palace,Adam Wharton,ENG,MF,22-091,2004,30,27,2325,25.8,0,5,5,0,0,0,6,1,0.0,0.19,0.19,0.0,0.19
ENG-Premier League,2526,Crystal Palace,Borna Sosa,CRO,"DF,MF",28-107,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Brennan Johnson,WAL,"MF,FW",24-350,2001,15,11,914,10.2,0,1,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Crystal Palace,Chadi Riad,MAR,DF,22-325,2003,7,4,389,4.3,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23
ENG-Premier League,2526,Crystal Palace,Chris Richards,USA,DF,26-041,2000,30,29,2617,29.1,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Crystal Palace,Christantus Uche,NGA,FW,22-354,2003,14,0,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Daichi Kamada,JPN,MF,29-276,1996,24,19,1661,18.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Daniel Muñoz,COL,MF,29-347,1996,25,25,2093,23.3,4,2,6,4,0,0,7,0,0.17,0.09,0.26,0.17,0.26
ENG-Premier League,2526,Crystal Palace,Dean Henderson,ENG,GK,29-057,1997,33,33,2970,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Eberechi Eze,ENG,MF,27-313,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Eddie Nketiah,ENG,MF,26-343,1999,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.0,0.42,0.42,0.42
ENG-Premier League,2526,Crystal Palace,Evann Guessand,CIV,MF,24-311,2001,6,3,300,3.3,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6
ENG-Premier League,2526,Crystal Palace,Ismaila Sarr,SEN,MF,28-072,1998,24,21,1919,21.3,7,1,8,5,2,2,2,0,0.33,0.05,0.38,0.23,0.28
ENG-Premier League,2526,Crystal Palace,Jaydee Canvot,FRA,DF,19-283,2006,17,11,1066,11.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Jean-Philippe Mateta,FRA,FW,28-314,1997,28,24,2089,23.2,10,0,10,6,4,4,2,0,0.43,0.0,0.43,0.26,0.26
ENG-Premier League,2526,Crystal Palace,Jefferson Lerma,COL,"MF,DF",31-195,1994,27,16,1525,16.9,0,2,2,0,0,0,6,0,0.0,0.12,0.12,0.0,0.12
ENG-Premier League,2526,Crystal Palace,Joél Drakes-Thomas,ENG,MF,16-333,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Justin Devenny,NIR,"MF,FW",22-209,2003,20,6,706,7.8,1,0,1,0,1,1,0,0,0.13,0.0,0.13,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Jørgen Strand Larsen,NOR,FW,26-091,2000,10,9,672,7.5,3,0,3,3,0,0,2,0,0.4,0.0,0.4,0.4,0.4
ENG-Premier League,2526,Crystal Palace,Kaden Rodney,ENG,"DF,MF",21-213,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Marc Guéhi,ENG,DF,25-299,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2
ENG-Premier League,2526,Crystal Palace,Maxence Lacroix,FRA,DF,26-032,2000,32,32,2845,31.6,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09
ENG-Premier League,2526,Crystal Palace,Nathaniel Clyne,ENG,MF,35-033,1991,8,6,495,5.5,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
ENG-Premier League,2526,Crystal Palace,Odsonne Édouard,FRA,FW,28-112,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Romain Esse,ENG,MF,20-360,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Tyrick Mitchell,ENG,MF,26-249,1999,34,33,2936,32.6,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09
ENG-Premier League,2526,Crystal Palace,Walter Benítez,ARG,GK,33-109,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Will Hughes,ENG,MF,31-021,1995,29,17,1422,15.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Yeremi Pino,ESP,"MF,FW",23-200,2002,31,24,1931,21.5,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14
ENG-Premier League,2526,Everton,Beto,GNB,FW,28-097,1998,34,15,1420,15.8,8,1,9,8,0,0,3,0,0.51,0.06,0.57,0.51,0.57
ENG-Premier League,2526,Everton,Carlos Alcaraz,ARG,MF,23-159,2002,18,6,681,7.6,0,1,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2526,Everton,Dwight McNeil,ENG,MF,26-167,1999,21,14,1165,12.9,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2526,Everton,Harrison Armstrong,ENG,MF,19-109,2007,12,6,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Idrissa Gana Gueye,SEN,MF,36-224,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22
ENG-Premier League,2526,Everton,Iliman Ndiaye,SEN,MF,26-063,2000,29,29,2508,27.9,6,3,9,4,2,2,2,0,0.22,0.11,0.32,0.14,0.25
ENG-Premier League,2526,Everton,Jack Grealish,ENG,MF,30-240,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44
ENG-Premier League,2526,Everton,Jake O'Brien,IRL,DF,24-358,2001,34,32,2882,32.0,1,1,2,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2526,Everton,James Garner,ENG,"MF,DF",25-056,2001,35,35,3143,34.9,2,7,9,2,0,0,10,0,0.06,0.2,0.26,0.06,0.26
ENG-Premier League,2526,Everton,James Tarkowski,ENG,DF,33-170,1992,34,34,3060,34.0,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09
ENG-Premier League,2526,Everton,Jarrad Branthwaite,ENG,DF,23-315,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2526,Everton,Jordan Pickford,ENG,GK,32-062,1994,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Kiernan Dewsbury-Hall,ENG,MF,27-244,1998,28,27,2364,26.3,8,4,12,8,0,0,6,0,0.3,0.15,0.46,0.3,0.46
ENG-Premier League,2526,Everton,Merlin Röhl,GER,MF,23-307,2002,13,3,455,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Michael Keane,ENG,DF,33-117,1993,30,26,2321,25.8,3,0,3,3,0,0,1,1,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2526,Everton,Nathan Patterson,SCO,DF,24-204,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Séamus Coleman,IRL,DF,37-209,1988,3,1,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Thierno Barry,FRA,FW,23-199,2002,35,20,1792,19.9,8,0,8,8,0,0,3,0,0.4,0.0,0.4,0.4,0.4
ENG-Premier League,2526,Everton,Tim Iroegbunam,ENG,MF,22-312,2003,26,14,1242,13.8,0,2,2,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14
ENG-Premier League,2526,Everton,Tyler Dibling,ENG,MF,20-057,2006,14,4,358,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Tyrique George,ENG,MF,20-093,2006,8,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Vitaliy Mykolenko,UKR,DF,26-344,1999,30,30,2688,29.9,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Fulham,Adama Traoré,ESP,MF,30-103,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Alex Iwobi,NGA,MF,30-005,1996,27,27,2263,25.1,4,3,7,4,0,0,3,0,0.16,0.12,0.28,0.16,0.28
ENG-Premier League,2526,Fulham,Antonee Robinson,USA,"DF,MF",28-273,1997,19,14,1222,13.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Bernd Leno,GER,GK,34-065,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Calvin Bassey,NGA,DF,26-128,1999,27,25,2264,25.2,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Fulham,Emile Smith Rowe,ENG,MF,25-284,2000,34,19,1729,19.2,3,0,3,3,0,0,1,0,0.16,0.0,0.16,0.16,0.16
ENG-Premier League,2526,Fulham,Harrison Reed,ENG,MF,31-101,1995,7,1,93,1.0,1,0,1,1,0,0,0,0,0.97,0.0,0.97,0.97,0.97
ENG-Premier League,2526,Fulham,Harry Wilson,WAL,MF,29-047,1997,33,31,2581,28.7,10,6,16,10,0,0,7,0,0.35,0.21,0.56,0.35,0.56
ENG-Premier League,2526,Fulham,Issa Diop,MAR,DF,29-119,1997,10,6,596,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Joachim Andersen,DEN,DF,29-342,1996,32,32,2831,31.5,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Fulham,Jonah Kusi-Asare,SWE,FW,18-308,2007,6,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
